split_text,classifier,new_label
啊你是哪位,IDClassifier,107
啊什么事,IDClassifier,107
对，你是谁？,IDClassifier,107
嗯，你是哪里？,IDClassifier,107
嗯，说,IDClassifier,107
干嘛,IDClassifier,107
干嘛？,IDClassifier,107
干嘛呀,IDClassifier,107
好的，好的，你说,IDClassifier,107
哪个找他？,IDClassifier,107
哪位,IDClassifier,107
你好,IDClassifier,107
你们哪里啊，怎么总骚扰我啊,IDClassifier,107
你是哪位！,IDClassifier,107
你是哪位？,IDClassifier,107
请说,IDClassifier,107
请说，没意思,IDClassifier,107
请说吧,IDClassifier,107
请说嗯,IDClassifier,107
请说没意思,IDClassifier,107
什么事,IDClassifier,107
什么事，没意思,IDClassifier,107
什么事？,IDClassifier,107
什么事？抓紧说,IDClassifier,107
什么事嗯,IDClassifier,107
是与不是，你打电话干嘛,IDClassifier,107
说,IDClassifier,107
说啊,IDClassifier,107
说吧,IDClassifier,107
说重点,IDClassifier,107
天天打电话来干嘛,IDClassifier,107
有啥子事嗯,IDClassifier,107
有啥子事没意思,IDClassifier,107
有什么事吗,IDClassifier,107
有事赶紧说,IDClassifier,107
有事赶紧说，不说挂了,IDClassifier,107
有事就说,IDClassifier,107
有事就说，没意思,IDClassifier,107
有事就说吧,IDClassifier,107
有事就说哈,IDClassifier,107
有事就说没意思,IDClassifier,107
有事情吗,IDClassifier,107
有事请说,IDClassifier,107
怎么了,IDClassifier,107
怎么了，天天打我电话，,IDClassifier,107
怎么了？,IDClassifier,107
怎么了啊,IDClassifier,107
怎么了有事么,IDClassifier,107
这人怎么了,IDClassifier,107
不晓得，你他妈是谁,IfKnowDebtor,107
嗯，你是谁,IfKnowDebtor,107
嗯，你是谁，有什么事？,IfKnowDebtor,107
关你什么事,IfKnowDebtor,107
关我什么事,IfKnowDebtor,107
你们哪里啊，怎么总骚扰我啊,IfKnowDebtor,107
你他妈是谁啊，我欠不欠钱关你屁事,IfKnowDebtor,107
认不认识跟你有关系么,IfKnowDebtor,107
认不认识跟你有毛关系啊,IfKnowDebtor,107
啥子张三，你哪个,IfKnowDebtor,107
什么鬼，这是谁,IfKnowDebtor,107
他是你哥吗,IfKnowDebtor,107
打电话给我做什么,IfKnowDebtor,107
打她电话，打我电话干嘛,IfKnowDebtor,107
干嘛老给我打,IfKnowDebtor,107
哪个哟嗯,IfKnowDebtor,107
哪个哟呢,IfKnowDebtor,107
哪里人啊,IfKnowDebtor,107
你们什么意思,IfKnowDebtor,107
你们什么意思,IfKnowDebtor,107
你们是同事吧,IfKnowDebtor,107
你们是同事吧,IfKnowDebtor,107
你认识啊,IfKnowDebtor,107
你找张三打我电话干嘛,IfKnowDebtor,107
你找张三打我电话干嘛,IfKnowDebtor,107
你找张三打我干嘛,IfKnowDebtor,107
你找张三打我干嘛,IfKnowDebtor,107
谁,IfKnowDebtor,107
谁,IfKnowDebtor,107
谁？,IfKnowDebtor,107
谁？,IfKnowDebtor,107
谁啊,IfKnowDebtor,107
谁啊,IfKnowDebtor,107
谁啊？,IfKnowDebtor,107
谁啊？,IfKnowDebtor,107
谁呀,IfKnowDebtor,107
谁呀,IfKnowDebtor,107
他是你什么人啊,IfKnowDebtor,107
他是你什么人啊,IfKnowDebtor,107
他是你兄弟吗,IfKnowDebtor,107
他是你兄弟吗,IfKnowDebtor,107
我是王二麻,IfKnowDebtor,107
有事吗,IfKnowDebtor,107
有事吗,IfKnowDebtor,107
怎么了,IfKnowDebtor,107
怎么了,IfKnowDebtor,107
怎么了？,IfKnowDebtor,107
怎么了？,IfKnowDebtor,107
张三你找他干嘛,IfKnowDebtor,107
你认识我？我不知道,ConfirmLoan,107
你是哪个公司的，我投诉你啊。我什么时候借钱了,ConfirmLoan,107
你是哪位，我没找你们借过钱,ConfirmLoan,107
你是骗子吧,ConfirmLoan,107
你是骗子吧？,ConfirmLoan,107
你找谁？我不认识,ConfirmLoan,107
