label,old_label,classifier,split_text
0,0,IDClassifier,OK
0,0,IDClassifier,yes
0,0,IDClassifier,"Yes,是的"
0,0,IDClassifier,啊
0,0,IDClassifier,啊，对
0,0,IDClassifier,啊，对！你是哪位？
0,0,IDClassifier,啊，是的
0,0,IDClassifier,啊啊对我是的
0,0,IDClassifier,啊啊没错是我
0,0,IDClassifier,啊啊是我
0,0,IDClassifier,啊啊我是
0,0,IDClassifier,啊对
0,0,IDClassifier,啊对的
0,0,IDClassifier,啊对的是我
0,0,IDClassifier,啊对对对唉你好
0,0,IDClassifier,啊嗯你是
0,0,IDClassifier,啊哈
0,0,IDClassifier,啊哈你是谁呀找我什么事
0,0,IDClassifier,啊就是
0,0,IDClassifier,啊你好
0,0,IDClassifier,啊你找我要做什么我们似乎不认识
0,0,IDClassifier,啊是的你好
0,0,IDClassifier,啊是的是的
0,0,IDClassifier,啊是是是是是
0,0,IDClassifier,啊我不认识你你要干什么
0,0,IDClassifier,啊我是，你找我有什么事吗？请快点说，我这回有点忙
0,0,IDClassifier,啊找我什么事
0,0,IDClassifier,哎哎
0,0,IDClassifier,唉你好
0,0,IDClassifier,唉是的是的
0,0,IDClassifier,俺就是
0,0,IDClassifier,奥
0,0,IDClassifier,斗是
0,0,IDClassifier,对
0,0,IDClassifier,对，你哪位？
0,0,IDClassifier,对，你是？
0,0,IDClassifier,对，你是哪位
0,0,IDClassifier,对，啥子事
0,0,IDClassifier,对，是我
0,0,IDClassifier,对，是我，你是哪位
0,0,IDClassifier,对，是我，找我有什么事吗
0,0,IDClassifier,对，是我。你是？
0,0,IDClassifier,对，是我阿
0,0,IDClassifier,对，是我啊
0,0,IDClassifier,对，是我哈
0,0,IDClassifier,对，是我哈哈哈
0,0,IDClassifier,对，我没钱
0,0,IDClassifier,对，我是
0,0,IDClassifier,对，我是。请问你是？
0,0,IDClassifier,对，我是的
0,0,IDClassifier,对，怎么了
0,0,IDClassifier,对.我是
0,0,IDClassifier,对啊
0,0,IDClassifier,对啊，你有事？
0,0,IDClassifier,对啊，什么事？
0,0,IDClassifier,对啊，是我
