text,category,label,IDClassifier,IfKnowDebtor,ConfirmLoan,WillingToPay,CutDebt,Installment
在办理离婚手续,请求等下打来,104,0.0,0.0,1.0,1.0,1.0,1.0
你等等。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等下发个信息给我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等会我再联系你吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在在外地出差,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
到点了，再说。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
下星期一打我电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我没网络,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
下星期一协商,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
闪电了，太危险了。挂了。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我你的私人电话吧，我待会打给你聊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我半小时,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天我联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上班不能玩手机,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上班不方便接电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上班,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你用手机给我发个信息吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你明天联系我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你过一会打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等一下打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等我下班再说吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等我忙完的,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等我了解下我再跟你联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等我待会联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等我打客服问下再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会再打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会再打给我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会再打吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上班呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上夜班，在睡觉。等有空联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
稍等一下,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
稍后给你回复,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚点说行吗,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚点联系可以吗,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚点联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
天黑了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
他在忙，你一会在打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会再打,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
他在开车等会再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
说什么，晚点说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
手机没电了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
稍后联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上给你答复,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会打来在开车,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开会呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开会,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车在路上不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车呢，待会再打,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开车,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
今天临时有事改天吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
今天不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
火车上面,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
回家路上,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
回家联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
换个地方说。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
开完会再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
马上回来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
马上进地下室,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
马上进电梯了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你待会再打,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你待会打过来吧啊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天联系我吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天给我来电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等会打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
忙完了我找你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
忙了先挂了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
忙，等等,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
慢会儿空了再说。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天打给我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
后天说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我手机没电了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我手机快没电了，再见,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我稍后再联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我稍后联系你吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我稍后回给你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我上夜班在休息，晚上联系我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我上夜班在休息,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我骑车呢，不方便接电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我朋友在,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我陪领导吃饭,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我旁边有人,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我目前在开会，待会再说，,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我明天找你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我明天给你答复,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们老板来了，我挂了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我手机没电了，明天再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我手机没电了。先充电了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我睡觉了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不见；在开车；能等会打吗,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在开车,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在很忙,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便说话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便你一会儿再打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便接电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便接,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，过会转过去,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我没时间跟你聊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我先接个电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我先核实一下,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我先查看下,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我下班联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我问问财务，你一会再联系我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我晚上在给你打电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我晚上联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我先看看我还有多少钱，，等会打你电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我的电话没电了，再联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我待会再联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我待会联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我待会打给你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我待还联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我出去一趟,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我吃饭了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我参加聚会呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不方便接,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
晚上我打你电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会去看下,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会再联系你！,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会再联系你；这里信号不好；稍后联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我忙完了给你回电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我忙了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我马上要开会了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我马上要出差，你过几天给我打吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我马上上飞机了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我马上吃饭了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我六点下班你在打电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我空了联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我开车呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我家里来人了，先挂了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我和朋友在一起谈事情,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我过一个小时给你回电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我改天再联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等下联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等会找你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我开会呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在开车，等会再说吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
后天打我电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
和朋友在一起，不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
一会说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
一会儿再打吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
一会儿我给你打过去,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
一会儿打给你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
现在信号不好，一会再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
现在很忙，双手不空,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
现在不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这要接个很重要的电话，再说哈。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这会不方便，在开会,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在洗澡,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在外面，回去给你打过来哈,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在忙哈,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在忙,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开会哈～,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开会,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
有点忙，等会儿再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在开会你等会打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在开会你等会打来可不可以呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在看球赛，不要烦我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待会回你电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待会给你打去,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待还再打,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
吃过饭再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不好意思。现在没空,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不好意思，我在上班，,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不好意思，我不方便。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开车，先不说了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便一会打给你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便接听,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便接电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便，不能接电,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2小时之后你联系我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10分钟打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在忙哈～,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不方便说话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待会联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开车,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在国外，不太方便,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我实在太忙了，回头聊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我老婆来了，我先挂了。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等一下给你回过去,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我的任务都没有完成的呢,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我得去吃饭了。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
头晕了，先挂了。,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你好，我在忙,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你好，今天我没得空,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你过会打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等下打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天再说吧，今天没时间了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天再来看你们,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天我再过来，今天没时间了,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
过几天联系,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我停车呢，一会回你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了吹阿,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了吹吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了吹嗯,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在电梯里，等下说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在电梯里,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在有事，你等下打过来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在有事,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在有点忙，你等会儿打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在没在成都的，回来了联系你哈！,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在没时间,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在加班,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便接听电话的,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了再说哇,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了再说哈哈哈,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了再说嗯,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了再说，没意思,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了吹者,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便，空了吹哈哈哈,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不方便接听电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
后天打给我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待会联系，忙,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
待会再说在开车,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下打,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下班再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我有空就给你回电话,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我有空的,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我消息吧,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我下高速的,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我下班再说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我下班联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我下班,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我忙完的,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我忙完,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我开会结束联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等我回去,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下说,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下我发信息回复你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下午我联系你,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下再聊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好多人啊,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好的，你到晚上78点联系我,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
过四十分钟打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
过四分钟打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
过十分钟打来,请求等下打来,104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
