label,old_label,classifier,split_text
0,0,ConfirmLoan,2个月利息加滞纳金都有3千了吗？
0,1,ConfirmLoan,2万，我是差那2万的人，我觉得你在侮辱我
0,1,ConfirmLoan,2万多吗，我怎么记得只有5000，你再好好看看，是不是弄错了
0,0,ConfirmLoan,app崩溃了，我试了，还不起
0,0,ConfirmLoan,阿拉小得了
0,0,ConfirmLoan,啊！这么多啊！
0,0,ConfirmLoan,啊，已经有2万3了么
0,0,ConfirmLoan,哎，别打了，我没钱还你们
0,0,ConfirmLoan,哎呀，最近太忙了，搞忘了，不好意思
0,0,ConfirmLoan,俺爹把钱借去了
0,0,ConfirmLoan,俺哥把钱借去了
0,0,ConfirmLoan,俺哥们儿把钱借去了
0,0,ConfirmLoan,俺闺蜜把钱借去了
0,0,ConfirmLoan,俺没钱
0,0,ConfirmLoan,俺妹把钱借去了
0,0,ConfirmLoan,俺婶把钱借去了
0,0,ConfirmLoan,俺叔把钱借去了
0,0,ConfirmLoan,把钱拿去交学费了
0,0,ConfirmLoan,把人撞了都没钱赔人家呢，哪有多余的钱还你们啊
0,0,ConfirmLoan,绑定的卡丢了我会重新办张卡的
0,0,ConfirmLoan,包工头带着他的小姨子跑了
0,0,ConfirmLoan,包养了个小四
0,0,ConfirmLoan,抱一抱，就当做从没借款2万
0,0,ConfirmLoan,被炒鱿鱼了
0,0,ConfirmLoan,被打了
0,0,ConfirmLoan,被盗了
0,0,ConfirmLoan,被老板炒鱿鱼了
0,0,ConfirmLoan,被老板开了
0,0,ConfirmLoan,被摸了
0,0,ConfirmLoan,被抢了
0,0,ConfirmLoan,被偷了
0,0,ConfirmLoan,被下套了
0,1,ConfirmLoan,别来烦我！！
0,0,ConfirmLoan,别人还没还我钱了
0,0,ConfirmLoan,别人欠我的钱一直要不回来，我手里也没有钱啊
0,0,ConfirmLoan,别人也欠我的钱，我手里现在没有一分钱了
0,0,ConfirmLoan,病了几个月，老板整准备开了我
0,0,ConfirmLoan,不差钱
0,0,ConfirmLoan,不还
0,0,ConfirmLoan,不还没事吧
0,0,ConfirmLoan,不好意思，我换电话了，然后把这个事情搞忘记了
0,0,ConfirmLoan,不清楚
0,1,ConfirmLoan,不清楚
0,0,ConfirmLoan,不是恶意拖欠，有钱就还了
0,0,ConfirmLoan,不想还
0,0,ConfirmLoan,不想还，可以吧？
0,0,ConfirmLoan,不想还了
0,0,ConfirmLoan,不晓得好久才还得起哦
0,0,ConfirmLoan,不要急
0,1,ConfirmLoan,不知道
0,0,ConfirmLoan,不知道，你哪里
0,0,ConfirmLoan,不知道啊
0,0,ConfirmLoan,炒股爆仓了，欠了一屁股债都还不起
0,0,ConfirmLoan,车子卖了还
0,0,ConfirmLoan,吃不起饭了
0,0,ConfirmLoan,出车祸了
0,0,ConfirmLoan,出车祸了，医疗费几十万我还愁着呢，你那点钱算什么
0,0,ConfirmLoan,出国留学花掉了
0,0,ConfirmLoan,出国旅游了，刚回来，还没来得及处理这个事情
0,0,ConfirmLoan,出事了
0,0,ConfirmLoan,从楼梯上摔下来了，在医院呢
0,0,ConfirmLoan,打麻将输了，没钱还
0,0,ConfirmLoan,打死我都不还
0,0,ConfirmLoan,打死我嘛
0,0,ConfirmLoan,单位效益不好
0,0,ConfirmLoan,当初借的时候没说有滞纳金的嘛
0,0,ConfirmLoan,当时借的时候，都不是这样说的
0,0,ConfirmLoan,得癌症了都快死了你还管我要钱
0,0,ConfirmLoan,等他还了我就还
0,0,ConfirmLoan,等我把货款收回来才有钱还
0,0,ConfirmLoan,等我当老板了就能还上了，我一个打工妹哪有那么多钱啊，再说你们这个滞纳金怎么涨了这么多，之前我也没收到通知啊，你们这样不违法吗？
0,0,ConfirmLoan,等我跟老板商量能预支工资不
0,0,ConfirmLoan,等我下班就去还
0,0,ConfirmLoan,等我赚钱了肯定就能还上了，但是现在没有这么多
0,0,ConfirmLoan,等有空还
0,0,ConfirmLoan,地震了，房子都震没了，都没地方住了
